Auction_Desc,Auction_id,Round,bip_id,Block,License Size (Mhz),Major Grouping,Minor Grouping,Market Name,Expr1009,BUs,bidder_name,Entrep,Round of High Bid,bid_amt,net_bid_amt,Bidding Credit,Increments of Bid,Prev High Bidder,Round of Prev High Bid,Prev Gross,Prev Net,Prev Bidding Credit,hhbidder,Number of Bids,MX_Grp,MX_Num,Population,Open or Closed Bidding,OorC
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA441-C5,C ,10,MTA007,BTA441,"Temple, TX",291768,45000,"Cellco Partnership, d/b/a Verizon Wireless", ,76,5011000,5011000,0,0,"Global Telecommunications, Inc.",75,"$4,661,000.00","$3,495,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,291768,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA447-C1,C ,15,MTA027,BTA447,"Tucson, AZ",666880,456000,"Salmon PCS, LLC",X,21,24649000,24649000,0.25,0,"Alaska Native Wireless, L.L.C.",20,"$22,274,000.00","$22,274,000.00",0.25,"Salmon PCS, LLC",0,FM,0,666880,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA448F,F ,10,MTA048,BTA448,"Tulsa, OK",836559,319000,"Alaska Native Wireless, L.L.C.",X,74,98671000,74003250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",69,"$93,833,000.00","$93,833,000.00",0,"Alaska Native Wireless, L.L.C.",0,FM,0,836559,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA452F,F ,10,MTA007,BTA452,"Tyler, TX",269762,97000,"Cellco Partnership, d/b/a Verizon Wireless", ,46,3299000,3299000,0,0,"T.K.O. Communications, LLC",40,"$3,139,000.00","$2,354,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,269762,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA453-C1,C ,15,MTA001,BTA453,"Utica, NY",316633,84000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,45,2468000,2468000,0.25,0,"DCC PCS, Inc.",35,"$2,350,000.00","$2,350,000.00",0,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,316633,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA460F,F ,10,MTA042,BTA460,"Walla Walla, WA",151563,13000,"Summit Wireless, LLC",X,100,7599000,5699250,0.25,0,"Alaska Native Wireless, L.L.C.",99,"$7,069,000.00","$5,301,750.00",0.25,"Summit Wireless, LLC",0,FM,0,151563,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA461-C3,C ,10,MTA010,BTA461,"Washington, DC",4118628,4162000,"DCC PCS, Inc.",X,36,172184000,172184000,0,0,"Salmon PCS, LLC",35,#############,#############,0.25,"DCC PCS, Inc.",0,FM,0,4118628,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA461-C4,C ,10,MTA010,BTA461,"Washington, DC",4118628,4162000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,216743000,216743000,0,0,VoiceStream PCS BTA I License Corporation,32,#############,#############,0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,4118628,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA461-C5,C ,10,MTA010,BTA461,"Washington, DC",4118628,4162000,"Salmon PCS, LLC",X,37,217527000,163145250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",34,#############,#############,0,"Salmon PCS, LLC",0,FM,0,4118628,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA463-C1,C ,15,MTA001,BTA463,"Watertown, NY",296253,46000,"MCG PCS II, Inc.",X,42,656000,656000,0.25,0,"NTCH, Inc.",39,"$620,000.00","$620,000.00",0.25,"MCG PCS II, Inc.",0,FM,0,296253,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA463-C2,C ,15,MTA001,BTA463,"Watertown, NY",296253,46000,"NTCH, Inc.",X,43,833000,624750,0.25,0,"Polycell Communications, Inc.",38,"$790,000.00","$592,500.00",0.25,"NTCH, Inc.",0,FM,0,296253,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA465-C1,C ,15,MTA008,BTA465,"Waterville, ME",165671,25000,"Salmon PCS, LLC",X,30,1875000,1875000,0.25,0,"Coloma Spectrum, LLC",29,"$1,725,000.00","$1,725,000.00",0.25,"Salmon PCS, LLC",0,FM,0,165671,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA470-C3,C ,10,MTA019,BTA470,"West Plains, MO",67165,2600,"Salmon PCS, LLC",X,83,177000,132750,0.25,0,Scott  Reiter,82,"$153,000.00","$114,750.00",0.25,"Salmon PCS, LLC",0,FM,0,67165,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA470-C4,C ,10,MTA019,BTA470,"West Plains, MO",67165,2600,"Citifone PCS, LLC",X,99,158000,118500,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",81,"$150,000.00","$150,000.00",0,"Citifone PCS, LLC",0,FM,0,67165,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA470-C5,C ,10,MTA019,BTA470,"West Plains, MO",67165,2600,"Poplar PCS-Central, LLC",X,79,159000,119250,0.25,0,Scott  Reiter,78,"$129,000.00","$96,750.00",0.25,"Poplar PCS-Central, LLC",0,FM,0,67165,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA478-C3,C ,10,MTA006,BTA478,"Wilmington, NC",249711,57000,Lafayette Communications Company L.L.C.,X,45,3594000,3594000,0.15,0,"America Connect, Inc.",40,"$3,417,000.00","$3,417,000.00",0,Lafayette Communications Company L.L.C.,0,FM,0,249711,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA478-C4,C ,10,MTA006,BTA478,"Wilmington, NC",249711,57000,"Cook Inlet/VS GSM V PCS, LLC",X,44,3986000,3986000,0,0,Lafayette Communications Company L.L.C.,39,"$3,784,000.00","$3,784,000.00",0.15,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,249711,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA478-C5,C ,10,MTA006,BTA478,"Wilmington, NC",249711,57000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,6128000,6128000,0,0,VoiceStream PCS BTA I License Corporation,37,"$5,826,000.00","$5,826,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,249711,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA480-C3,C ,10,MTA008,BTA480,"Worcester, MA",709705,287000,"Leap Wireless International, Inc.",X,68,4313000,4313000,0.25,0,"3DL Wireless, LLC",38,"$4,108,000.00","$4,108,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,709705,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA480-C4,C ,10,MTA008,BTA480,"Worcester, MA",709705,287000,"Alaska Native Wireless, L.L.C.",X,37,4383000,4383000,0.25,0,"3DL Wireless, LLC",27,"$4,174,000.00","$4,174,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,709705,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA480-C5,C ,10,MTA008,BTA480,"Worcester, MA",709705,287000,"Cellco Partnership, d/b/a Verizon Wireless", ,25,5231000,5231000,0,0,"Salmon PCS, LLC",24,"$4,616,000.00","$3,462,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,709705,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA482F,F ,10,MTA024,BTA482,"Yakima, WA",215548,36000,"Summit Wireless, LLC",X,40,5172000,3879000,0.25,0,"Summit Wireless, LLC",38,"$4,839,000.00","$3,629,250.00",0.25,"Summit Wireless, LLC",0,FM,0,215548,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA483F,F ,10,MTA009,BTA483,"York, PA",417848,90000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,7743000,7743000,0,0,"Leap Wireless International, Inc.",27,"$7,369,000.00","$5,526,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,417848,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA490F,F ,10,MTA050,BTA490,Guam,133000,11000,"Global Telecommunications, Inc.",X,38,352000,264000,0.25,0,"MilkyWay Broadband, LLC",37,"$327,000.00","$245,250.00",0.25,"Global Telecommunications, Inc.",0,FM,0,133000,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA493F,F ,10,MTA050,BTA493,Northern Mariana Is.,43000,4200,"Global Telecommunications, Inc.",X,44,141000,105750,0.25,0,"MilkyWay Broadband, LLC",29,"$134,000.00","$100,500.00",0.25,"Global Telecommunications, Inc.",0,FM,0,43000,Open,O
