auction_id	auction_description	round	item_name	item_description	pwb_amount	net_pwb_amount	pw_bidder	round_of_pwb	previous_pw_bidder	round_of_previous_pwb	previous_pwb_amount	previous_net_pwb_amount
73	700 MHz Band	261	WY-CMA595-B	Ohio 11 - Columbiana	46000.00	34500.00	Triad 700, LLC	109	VentureTel 700, Inc.	108	44000.00	 	
73	700 MHz Band	261	WY-CMA596-B	Oklahoma 1 - Cimarron	435000.00	435000.00	Panhandle Telecommunication Systems, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	396000.00	 	
73	700 MHz Band	261	WY-CMA597-B	Oklahoma 2 - Harper	999000.00	749250.00	King Street Wireless, L.P.	33	Pioneer Telephone Cooperative, Inc.	32	908000.00	 	
73	700 MHz Band	261	WY-CMA598-B	Oklahoma 3 - Grant	4169000.00	4169000.00	AT&T Mobility Spectrum, LLC	51	King Street Wireless, L.P.	50	4009000.00	 	
73	700 MHz Band	261	WY-CMA599-B	Oklahoma 4 - Nowata	3769000.00	3769000.00	Cellco Partnership d/b/a Verizon Wireless	26	Cross Telephone Company, LLC	25	3277000.00	 	
73	700 MHz Band	261	WY-CMA600-B	Oklahoma 5 - Roger Mills	704000.00	528000.00	King Street Wireless, L.P.	28	Pioneer Telephone Cooperative, Inc.	27	632000.00	 	
73	700 MHz Band	261	WY-CMA601-B	Oklahoma 6 - Seminole	2051000.00	2051000.00	Cross Telephone Company, LLC	47	King Street Wireless, L.P.	46	1972000.00	 	
73	700 MHz Band	261	WY-CMA602-B	Oklahoma 7 - Beckham	2516000.00	1887000.00	King Street Wireless, L.P.	60	AT&T Mobility Spectrum, LLC	59	2419000.00	 	
73	700 MHz Band	261	WY-CMA603-B	Oklahoma 8 - Jackson	1254000.00	940500.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	1141000.00	 	
73	700 MHz Band	261	WY-CMA604-B	Oklahoma 9 - Garvin	1936000.00	1452000.00	King Street Wireless, L.P.	26	Cellco Partnership d/b/a Verizon Wireless	25	1743000.00	 	
73	700 MHz Band	261	WY-CMA605-B	Oklahoma 10 - Haskell	1235000.00	1049750.00	Pine Cellular Phones, Inc.	29	King Street Wireless, L.P.	28	1118000.00	 	
73	700 MHz Band	261	WY-CMA606-B	Oregon 1 - Clatsop	711000.00	711000.00	AT&T Mobility Spectrum, LLC	39	Cellco Partnership d/b/a Verizon Wireless	23	697000.00	 	
73	700 MHz Band	261	WY-CMA607-B	Oregon 2 - Hood River	1068000.00	801000.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	971000.00	 	
73	700 MHz Band	261	WY-CMA608-B	Oregon 3 - Umatilla	911000.00	911000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	20	867000.00	 	
73	700 MHz Band	261	WY-CMA609-B	Oregon 4 - Lincoln	926000.00	926000.00	CenturyTel Broadband Wireless LLC	74	Cellco Partnership d/b/a Verizon Wireless	25	908000.00	 	
73	700 MHz Band	261	WY-CMA610-B	Oregon 5 - Coos	1233000.00	924750.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	1122000.00	 	
73	700 MHz Band	261	WY-CMA611-B	Oregon 6 - Crook	6745000.00	6745000.00	Bend Cable Communications, LLC	29	King Street Wireless, L.P.	28	6107000.00	 	
73	700 MHz Band	261	WY-CMA612-B	Pennsylvania 1 - Crawford	387000.00	290250.00	USA Choice Internet Services Company LLC	234	Triad 700, LLC	233	372000.00	 	
73	700 MHz Band	261	WY-CMA613-B	Pennsylvania 2 - McKean	32000.00	24000.00	Miller, David	47	Xanadoo 700 MHz DE, LLC	32	31000.00	 	
73	700 MHz Band	261	WY-CMA614-B	Pennsylvania 3 - Potter	36000.00	27000.00	Miller, David	40	Xanadoo 700 MHz DE, LLC	32	35000.00	 	
73	700 MHz Band	261	WY-CMA615-B	Pennsylvania 4 - Bradford	36000.00	27000.00	Miller, David	40	Xanadoo 700 MHz DE, LLC	32	35000.00	 	
73	700 MHz Band	261	WY-CMA616-B	Pennsylvania 5 - Wayne	175000.00	131250.00	PCS Partners, L.P.	36	Cellco Partnership d/b/a Verizon Wireless	23	172000.00	 	
73	700 MHz Band	261	WY-CMA617-B	Pennsylvania 6 - Lawrence	696000.00	522000.00	Toba Inlet PCS, LLC	21	AT&T Mobility Spectrum, LLC	17	662000.00	 	
73	700 MHz Band	261	WY-CMA618-B	Pennsylvania 7 - Jefferson	83000.00	62250.00	MCBRIDE SPECTRUM PARTNERS, LLC	146	Miller, David	40	81000.00	 	
73	700 MHz Band	261	WY-CMA619-B	Pennsylvania 8 - Union	4744000.00	4744000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	23	4512000.00	 	
73	700 MHz Band	261	WY-CMA620-B	Pennsylvania 9 - Greene	139000.00	104250.00	Cavalier Wireless, LLC	84	Miller, David	83	134000.00	 	
73	700 MHz Band	261	WY-CMA621-B	Pennsylvania 10 - Bedford	134000.00	100500.00	King Street Wireless, L.P.	24	Cellco Partnership d/b/a Verizon Wireless	23	121000.00	 	
73	700 MHz Band	261	WY-CMA622-B	Pennsylvania 11 - Huntington	55000.00	41250.00	Miller, David	150	Cellco Partnership d/b/a Verizon Wireless	21	54000.00	 	
73	700 MHz Band	261	WY-CMA623-B	Pennsylvania 12 - Lebanon	61000.00	45750.00	PCS Partners, L.P.	151	Miller, David	150	59000.00	 	
73	700 MHz Band	261	WY-CMA624-B	Rhode Island 1 - Newport	360000.00	270000.00	Triad 700, LLC	64	PCS Partners, L.P.	63	348000.00	 	
73	700 MHz Band	261	WY-CMA625-B	South Carolina 1 - Oconee	26000.00	19500.00	VentureTel 700, Inc.	126	Cellular South Licenses, Inc.	78	25000.00	 	
73	700 MHz Band	261	WY-CMA626-B	South Carolina 2 - Laurens	418000.00	355300.00	Piedmont Rural Telephone Cooperative, Inc.	22	Alltel Corporation	21	364000.00	 	
73	700 MHz Band	261	WY-CMA627-B	South Carolina 3 - Cherokee	254000.00	215900.00	Chester Telephone Company	22	Alltel Corporation	21	231000.00	 	
73	700 MHz Band	261	WY-CMA628-B	South Carolina 4 - Chesterfiel	1590000.00	1351500.00	Sandhill Communications, LLC	23	Alltel Corporation	21	1494000.00	 	
73	700 MHz Band	261	WY-CMA629-B	South Carolina 5 - Georgetown	5930000.00	5930000.00	AT&T Mobility Spectrum, LLC	23	Horry Telephone Cooperative, Inc.	22	5319000.00	 	
73	700 MHz Band	261	WY-CMA630-B	South Carolina 6 - Clarendon	0	0	FCC	0	Alltel Corporation	21	2203000.00	 	
73	700 MHz Band	261	WY-CMA631-B	South Carolina 7 - Calhoun	151000.00	113250.00	Cavalier Wireless, LLC	95	Reiter, Scott D	94	145000.00	 	
73	700 MHz Band	261	WY-CMA632-B	South Carolina 8 - Hampton	4363000.00	4363000.00	AT&T Mobility Spectrum, LLC	116	Cellco Partnership d/b/a Verizon Wireless	22	4277000.00	 	
73	700 MHz Band	261	WY-CMA633-B	South Carolina 9 - Lancaster	951000.00	951000.00	Comporium Wireless, LLC	22	Cellco Partnership d/b/a Verizon Wireless	21	793000.00	 	
73	700 MHz Band	261	WY-CMA634-B	South Dakota 1 - Harding	107000.00	107000.00	Cellco Partnership d/b/a Verizon Wireless	24	KTC AWS Limited Partnership	12	102000.00	 	
73	700 MHz Band	261	WY-CMA635-B	South Dakota 2 - Corson	43000.00	43000.00	Iowa Intelegra Consortium, LLC	149	KTC AWS Limited Partnership	10	42000.00	 	
73	700 MHz Band	261	WY-CMA636-B	South Dakota 3 - McPherson	296000.00	222000.00	KTC AWS Limited Partnership	21	AT&T Mobility Spectrum, LLC	20	269000.00	 	
73	700 MHz Band	261	WY-CMA637-B	South Dakota 4 - Marshall	658000.00	658000.00	AT&T Mobility Spectrum, LLC	18	KTC AWS Limited Partnership	17	571000.00	 	
73	700 MHz Band	261	WY-CMA638-B	South Dakota 5 - Custer	249000.00	249000.00	N.E. Colorado Wireless Technologies, Inc.	36	Cellco Partnership d/b/a Verizon Wireless	24	244000.00	 	
73	700 MHz Band	261	WY-CMA639-B	South Dakota 6 - Haakon	116000.00	116000.00	N.E. Colorado Wireless Technologies, Inc.	52	Great American Broadband, Inc.	51	112000.00	 	
73	700 MHz Band	261	WY-CMA640-B	South Dakota 7 - Sully	105000.00	105000.00	Iowa Intelegra Consortium, LLC	127	KTC AWS Limited Partnership	126	101000.00	 	
73	700 MHz Band	261	WY-CMA641-B	South Dakota 8 - Kingsbury	340000.00	340000.00	AT&T Mobility Spectrum, LLC	15	KTC AWS Limited Partnership	14	283000.00	 	
73	700 MHz Band	261	WY-CMA642-B	South Dakota 9 - Hanson	1183000.00	1183000.00	AT&T Mobility Spectrum, LLC	20	King Street Wireless, L.P.	16	1123000.00	 	
73	700 MHz Band	261	WY-CMA643-B	Tennessee 1 - Lake	1079000.00	1079000.00	AT&T Mobility Spectrum, LLC	51	Cellular South Licenses, Inc.	49	1053000.00	 	
73	700 MHz Band	261	WY-CMA644-B	Tennessee 2 - Cannon	378000.00	378000.00	AT&T Mobility Spectrum, LLC	30	Cellular South Licenses, Inc.	27	357000.00	 	
73	700 MHz Band	261	WY-CMA645-B	Tennessee 3 - Macon	3124000.00	3124000.00	AT&T Mobility Spectrum, LLC	42	King Street Wireless, L.P.	41	3004000.00	 	
73	700 MHz Band	261	WY-CMA646-B	Tennessee 4 - Hamblen	3633000.00	3633000.00	AT&T Mobility Spectrum, LLC	40	King Street Wireless, L.P.	39	3493000.00	 	
73	700 MHz Band	261	WY-CMA647-B	Tennessee 5 - Fayette	2511000.00	2511000.00	AT&T Mobility Spectrum, LLC	43	Cellular South Licenses, Inc.	42	2424000.00	 	
73	700 MHz Band	261	WY-CMA648-B	Tennessee 6 - Giles	193000.00	193000.00	Cellular South Licenses, Inc.	23	AT&T Mobility Spectrum, LLC	13	184000.00	 	
73	700 MHz Band	261	WY-CMA649-B	Tennessee 7 - Bledsoe	3164000.00	3164000.00	AT&T Mobility Spectrum, LLC	30	King Street Wireless, L.P.	28	2971000.00	 	
73	700 MHz Band	261	WY-CMA650-B	Tennessee 8 - Johnson	35000.00	29750.00	Broadband Wireless Unlimited, LLC	244	VentureTel 700, Inc.	243	32000.00	 	
73	700 MHz Band	261	WY-CMA651-B	Tennessee 9 - Maury	43000.00	32250.00	Miller, David	188	Broadband Wireless Unlimited, LLC	178	42000.00	 	
73	700 MHz Band	261	WY-CMA652-B	Texas 1 - Dallam	75000.00	75000.00	SAL Spectrum, LLC	92	C&W Enterprises, Inc.	74	74000.00	 	
73	700 MHz Band	261	WY-CMA653-B	Texas 2 - Hansford	587000.00	587000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	12	559000.00	 	
73	700 MHz Band	261	WY-CMA654-B	Texas 3 - Parmer	204000.00	153000.00	Miller, David	61	C&W Enterprises, Inc.	60	196000.00	 	
73	700 MHz Band	261	WY-CMA655-B	Texas 4 - Briscoe	42000.00	31500.00	Miller, David	167	SAL Spectrum, LLC	166	40000.00	 	
73	700 MHz Band	261	WY-CMA656-B	Texas 5 - Hardeman	540000.00	405000.00	King Street Wireless, L.P.	26	Cellco Partnership d/b/a Verizon Wireless	25	490000.00	 	
73	700 MHz Band	261	WY-CMA657-B	Texas 6 - Jack	402000.00	402000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	12	383000.00	 	
73	700 MHz Band	261	WY-CMA658-B	Texas 7 - Fannin	2088000.00	2088000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	1898000.00	 	
73	700 MHz Band	261	WY-CMA659-B	Texas 8 - Gaines	557000.00	557000.00	Central Texas Telephone Investments, LP	162	Cellco Partnership d/b/a Verizon Wireless	24	546000.00	 	
73	700 MHz Band	261	WY-CMA660-B	Texas 9 - Runnels	763000.00	763000.00	Central Texas Telephone Investments, LP	26	Cellco Partnership d/b/a Verizon Wireless	25	693000.00	 	
73	700 MHz Band	261	WY-CMA661-B	Texas 10 - Navarro	732000.00	732000.00	AT&T Mobility Spectrum, LLC	91	Xanadoo 700 MHz DE, LLC	90	708000.00	 	
73	700 MHz Band	261	WY-CMA662-B	Texas 11 - Cherokee	1846000.00	1846000.00	AT&T Mobility Spectrum, LLC	45	CenturyTel Broadband Wireless LLC	44	1776000.00	 	
73	700 MHz Band	261	WY-CMA663-B	Texas 12 - Hudspeth	238000.00	202300.00	Spectrum Acquisitions, Inc.	33	Cellco Partnership d/b/a Verizon Wireless	26	227000.00	 	
73	700 MHz Band	261	WY-CMA664-B	Texas 13 - Reeves	45000.00	33750.00	C&W Enterprises, Inc.	28	Cellco Partnership d/b/a Verizon Wireless	24	43000.00	 	
73	700 MHz Band	261	WY-CMA665-B	Texas 14 - Loving	192000.00	192000.00	Central Texas Telephone Investments, LP	162	Cellco Partnership d/b/a Verizon Wireless	24	188000.00	 	
73	700 MHz Band	261	WY-CMA666-B	Texas 15 - Concho	995000.00	995000.00	Central Texas Telephone Investments, LP	26	Cellco Partnership d/b/a Verizon Wireless	25	904000.00	 	
73	700 MHz Band	261	WY-CMA667-B	Texas 16 - Burleson	648000.00	486000.00	Worldcall Inc.	113	CenturyTel Broadband Wireless LLC	42	635000.00	 	
73	700 MHz Band	261	WY-CMA668-B	Texas 17 - Newton	1140000.00	1140000.00	AT&T Mobility Spectrum, LLC	45	CenturyTel Broadband Wireless LLC	44	1097000.00	 	
73	700 MHz Band	261	WY-CMA669-B	Texas 18 - Edwards	940000.00	940000.00	Cellco Partnership d/b/a Verizon Wireless	21	AT&T Mobility Spectrum, LLC	15	895000.00	 	
73	700 MHz Band	261	WY-CMA670-B	Texas 19 - Atascosa	316000.00	316000.00	Cellco Partnership d/b/a Verizon Wireless	21	Cavalier Wireless, LLC	19	298000.00	 	
73	700 MHz Band	261	WY-CMA671-B	Texas 20 - Wilson	260000.00	260000.00	AT&T Mobility Spectrum, LLC	62	Worldcall Inc.	61	250000.00	 	
73	700 MHz Band	261	WY-CMA672-B	Texas 21 - Chambers	673000.00	673000.00	AT&T Mobility Spectrum, LLC	32	Spectrum Acquisitions, Inc.	31	614000.00	 	
73	700 MHz Band	261	WY-CMA673-B	Utah 1 - Box Elder	474000.00	474000.00	Cellco Partnership d/b/a Verizon Wireless	22	Union Telephone Company	21	437000.00	 	
73	700 MHz Band	261	WY-CMA674-B	Utah 2 - Morgan	997000.00	997000.00	AT&T Mobility Spectrum, LLC	65	Manti Telephone Company	64	959000.00	 	
73	700 MHz Band	261	WY-CMA675-B	Utah 3 - Juab	400000.00	300000.00	Manti Telephone Company	36	Cellco Partnership d/b/a Verizon Wireless	24	392000.00	 	
73	700 MHz Band	261	WY-CMA676-B	Utah 4 - Beaver	593000.00	593000.00	Cellco Partnership d/b/a Verizon Wireless	24	AT&T Mobility Spectrum, LLC	17	565000.00	 	
73	700 MHz Band	261	WY-CMA677-B	Utah 5 - Daggett	2133000.00	2133000.00	Cellco Partnership d/b/a Verizon Wireless	24	Union Telephone Company	21	2023000.00	 	
73	700 MHz Band	261	WY-CMA678-B	Utah 6 - Piute	331000.00	331000.00	Cellco Partnership d/b/a Verizon Wireless	26	SAL Spectrum, LLC	25	302000.00	 	
73	700 MHz Band	261	WY-CMA679-B	Vermont 1 - Franklin	1029000.00	771750.00	King Street Wireless, L.P.	36	AT&T Mobility Spectrum, LLC	15	1009000.00	 	
73	700 MHz Band	261	WY-CMA680-B	Vermont 2 - Addison	9082000.00	6811500.00	King Street Wireless, L.P.	24	Cellco Partnership d/b/a Verizon Wireless	23	8257000.00	 	
73	700 MHz Band	261	WY-CMA681-B	Virginia 1 - Lee	0	0	FCC	0	East Kentucky Network, LLC	22	1434000.00	 	
73	700 MHz Band	261	WY-CMA682-B	Virginia 2 - Tazewell	519000.00	389250.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	476000.00	 	
73	700 MHz Band	261	WY-CMA683-B	Virginia 3 - Giles	758000.00	568500.00	King Street Wireless, L.P.	23	SAL Spectrum, LLC	22	657000.00	 	
73	700 MHz Band	261	WY-CMA684-B	Virginia 4 - Bedford	462000.00	346500.00	King Street Wireless, L.P.	22	AT&T Mobility Spectrum, LLC	21	403000.00	 	
73	700 MHz Band	261	WY-CMA685-B	Virginia 5 - Bath	143000.00	107250.00	King Street Wireless, L.P.	23	SAL Spectrum, LLC	22	131000.00	 	
73	700 MHz Band	261	WY-CMA686-B	Virginia 6 - Highland	287000.00	215250.00	King Street Wireless, L.P.	71	AWS Spectrum, LLC	70	276000.00	 	
73	700 MHz Band	261	WY-CMA687-B	Virginia 7 - Buckingham	615000.00	461250.00	Buggs Island Telephone Cooperative	29	Cavalier Wireless, LLC	28	535000.00	 	
73	700 MHz Band	261	WY-CMA688-B	Virginia 8 - Amelia	252000.00	189000.00	Buggs Island Telephone Cooperative	222	Buggs Island Telephone Cooperative	221	239000.00	 	
73	700 MHz Band	261	WY-CMA689-B	Virginia 9 - Greensville	265000.00	198750.00	Buggs Island Telephone Cooperative	117	Buggs Island Telephone Cooperative	116	253000.00	 	
73	700 MHz Band	261	WY-CMA690-B	Virginia 10 - Frederick	645000.00	645000.00	Cellco Partnership d/b/a Verizon Wireless	21	Cavalier Wireless, LLC	20	579000.00	 	
73	700 MHz Band	261	WY-CMA691-B	Virginia 11 - Madison	690000.00	690000.00	AT&T Mobility Spectrum, LLC	31	Cellco Partnership d/b/a Verizon Wireless	26	657000.00	 	
73	700 MHz Band	261	WY-CMA692-B	Virginia 12 - Caroline	619000.00	619000.00	Cox Wireless, Inc.	145	Cavalier Wireless, LLC	144	595000.00	 	
73	700 MHz Band	261	WY-CMA693-B	Washington 1 - Clallam	6529000.00	6529000.00	AT&T Mobility Spectrum, LLC	34	Whidbey Telephone Company	33	5936000.00	 	
73	700 MHz Band	261	WY-CMA694-B	Washington 2 - Okanogan	1057000.00	1057000.00	Cellco Partnership d/b/a Verizon Wireless	26	Whidbey Telephone Company	25	962000.00	 	
73	700 MHz Band	261	WY-CMA695-B	Washington 3 - Ferry	348000.00	295800.00	Whidbey Telephone Company	37	Cellco Partnership d/b/a Verizon Wireless	26	341000.00	 	
73	700 MHz Band	261	WY-CMA696-B	Washington 4 - Grays Harbor	792000.00	673200.00	Whidbey Telephone Company	38	Cellco Partnership d/b/a Verizon Wireless	23	776000.00	 	
73	700 MHz Band	261	WY-CMA697-B	Washington 5 - Kittitas	1448000.00	1448000.00	Cellco Partnership d/b/a Verizon Wireless	26	Whidbey Telephone Company	25	1322000.00	 	
73	700 MHz Band	261	WY-CMA698-B	Washington 6 - Pacific	1478000.00	1478000.00	AT&T Mobility Spectrum, LLC	41	King Street Wireless, L.P.	40	1424000.00	 	
73	700 MHz Band	261	WY-CMA699-B	Washington 7 - Skamania	159000.00	119250.00	King Street Wireless, L.P.	104	Whidbey Telephone Company	103	154000.00	 	
73	700 MHz Band	261	WY-CMA700-B	Washington 8 - Whitman	1241000.00	1241000.00	Cellco Partnership d/b/a Verizon Wireless	24	King Street Wireless, L.P.	22	1165000.00	 	
73	700 MHz Band	261	WY-CMA701-B	West Virginia 1 - Mason	174000.00	130500.00	King Street Wireless, L.P.	23	SAL Spectrum, LLC	22	160000.00	 	
73	700 MHz Band	261	WY-CMA702-B	West Virginia 2 - Wetzel	150000.00	112500.00	King Street Wireless, L.P.	20	SAL Spectrum, LLC	19	136000.00	 	
73	700 MHz Band	261	WY-CMA703-B	West Virginia 3 - Monongalia	511000.00	383250.00	King Street Wireless, L.P.	14	SAL Spectrum, LLC	13	428000.00	 	
73	700 MHz Band	261	WY-CMA704-B	West Virginia 4 - Grant	658000.00	493500.00	King Street Wireless, L.P.	24	Cellco Partnership d/b/a Verizon Wireless	23	596000.00	 	
73	700 MHz Band	261	WY-CMA705-B	West Virginia 5 - Tucker	292000.00	219000.00	King Street Wireless, L.P.	23	SAL Spectrum, LLC	22	268000.00	 	
73	700 MHz Band	261	WY-CMA706-B	West Virginia 6 - Lincoln	1044000.00	783000.00	King Street Wireless, L.P.	25	East Kentucky Network, LLC	24	949000.00	 	
73	700 MHz Band	261	WY-CMA707-B	West Virginia 7 - Raleigh	553000.00	414750.00	King Street Wireless, L.P.	23	SAL Spectrum, LLC	22	508000.00	 	
73	700 MHz Band	261	WY-CMA708-B	Wisconsin 1 - Burnett	5043000.00	3782250.00	King Street Wireless, L.P.	24	CenturyTel Broadband Wireless LLC	23	4588000.00	 	
73	700 MHz Band	261	WY-CMA709-B	Wisconsin 2 - Bayfield	3609000.00	2706750.00	King Street Wireless, L.P.	24	CenturyTel Broadband Wireless LLC	23	3284000.00	 	
73	700 MHz Band	261	WY-CMA710-B	Wisconsin 3 - Vilas	3704000.00	2778000.00	King Street Wireless, L.P.	24	CenturyTel Broadband Wireless LLC	23	3367000.00	 	
73	700 MHz Band	261	WY-CMA711-B	Wisconsin 4 - Marinette	5761000.00	4320750.00	King Street Wireless, L.P.	100	CenturyTel Broadband Wireless LLC	99	5539000.00	 	
73	700 MHz Band	261	WY-CMA712-B	Wisconsin 5 - Pierce	7633000.00	7633000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	6699000.00	 	
73	700 MHz Band	261	WY-CMA713-B	Wisconsin 6 - Trempealeau	6278000.00	4708500.00	King Street Wireless, L.P.	157	CenturyTel Broadband Wireless LLC	146	6155000.00	 	
73	700 MHz Band	261	WY-CMA714-B	Wisconsin 7 - Wood	7942000.00	7942000.00	AT&T Mobility Spectrum, LLC	27	King Street Wireless, L.P.	26	6925000.00	 	
73	700 MHz Band	261	WY-CMA715-B	Wisconsin 8 - Vernon	6011000.00	4508250.00	King Street Wireless, L.P.	81	CenturyTel Broadband Wireless LLC	80	5780000.00	 	
73	700 MHz Band	261	WY-CMA716-B	Wisconsin 9 - Columbia	21187000.00	21187000.00	AT&T Mobility Spectrum, LLC	34	King Street Wireless, L.P.	33	19267000.00	 	
73	700 MHz Band	261	WY-CMA717-B	Wisconsin 10 - Door	2252000.00	1689000.00	King Street Wireless, L.P.	24	Cellco Partnership d/b/a Verizon Wireless	23	2035000.00	 	
73	700 MHz Band	261	WY-CMA718-B	Wyoming 1 - Park	588000.00	588000.00	Union Telephone Company	27	Cellco Partnership d/b/a Verizon Wireless	26	512000.00	 	
73	700 MHz Band	261	WY-CMA719-B	Wyoming 2 - Sheridan	1539000.00	1539000.00	Cellco Partnership d/b/a Verizon Wireless	26	Union Telephone Company	25	1404000.00	 	
73	700 MHz Band	261	WY-CMA720-B	Wyoming 3 - Lincoln	2027000.00	1520250.00	Manti Telephone Company	27	Cellco Partnership d/b/a Verizon Wireless	24	1919000.00	 	
73	700 MHz Band	261	WY-CMA721-B	Wyoming 4 - Niobrara	1867000.00	1867000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	1692000.00	 	
73	700 MHz Band	261	WY-CMA722-B	Wyoming 5 - Converse	94000.00	70500.00	Great American Broadband, Inc.	53	Union Telephone Company	45	92000.00	 	
73	700 MHz Band	261	WY-CMA723-B	Puerto Rico 1 - Rincon	95000.00	71250.00	maxima international llc	240	VentureTel 700, Inc.	239	86000.00	 	
73	700 MHz Band	261	WY-CMA724-B	Puerto Rico 2 - Adjuntas	134000.00	100500.00	VentureTel 700, Inc.	112	Worldcall Inc.	111	129000.00	 	
73	700 MHz Band	261	WY-CMA725-B	Puerto Rico 3 - Ciales	38000.00	28500.00	VentureTel 700, Inc.	50	Neptuno Media	49	37000.00	 	
73	700 MHz Band	261	WY-CMA726-B	Puerto Rico 4 - Aibonito	134000.00	100500.00	Worldcall Inc.	113	VentureTel 700, Inc.	112	129000.00	 	
73	700 MHz Band	261	WY-CMA727-B	Puerto Rico 5 - Ceiba	112000.00	84000.00	Worldcall Inc.	109	Puerto Rico Telephone Company, Inc.	89	110000.00	 	
73	700 MHz Band	261	WY-CMA728-B	Puerto Rico 6 - Vieques	91000.00	68250.00	Dragon Arch, Inc.	260	Worldcall Inc.	259	83000.00	 	
73	700 MHz Band	261	WY-CMA729-B	Puerto Rico 7 - Culebra	81000.00	60750.00	Worldcall Inc.	258	maxima international llc	257	74000.00	 	
73	700 MHz Band	261	WY-CMA730-B	Virgin Islands 1 - St. Thomas	303000.00	227250.00	Worldcall Inc.	139	Neptuno Media	138	292000.00	 	
73	700 MHz Band	261	WY-CMA731-B	Virgin Islands 2 - St. Croix	240000.00	180000.00	Worldcall Inc.	139	Neptuno Media	136	235000.00	 	
73	700 MHz Band	261	WY-CMA732-B	Guam	933000.00	933000.00	Choice Phone LLC	152	PTI Pacifica, Inc.	151	900000.00	 	
73	700 MHz Band	261	WY-CMA733-B	American Samoa	21000.00	15750.00	Club 42 CM Limited Partnership	188	AST Telecom, LLC	187	19000.00	 	
73	700 MHz Band	261	WY-CMA734-B	Northern Mariana Islands	70000.00	70000.00	Choice Phone LLC	169	Club 42 CM Limited Partnership	168	67000.00	 	
73	700 MHz Band	261	WY-BEA001-E	Bangor ME	118000.00	118000.00	Frontier Wireless LLC	40	Triad 700, LLC	39	113000.00	 	
73	700 MHz Band	261	WY-BEA002-E	Portland ME	425000.00	425000.00	Frontier Wireless LLC	108	Worldcall Inc.	107	409000.00	 	
73	700 MHz Band	261	WY-BEA003-E	Boston-Worcester MA-NH-RI-VT	45606000.00	45606000.00	QUALCOMM Incorporated	148	Frontier Wireless LLC	145	44657000.00	 	
73	700 MHz Band	261	WY-BEA004-E	Burlington VT-NY	318000.00	318000.00	Frontier Wireless LLC	94	Worldcall Inc.	93	306000.00	 	
73	700 MHz Band	261	WY-BEA005-E	Albany-Schenectady-Troy NY	424000.00	424000.00	Frontier Wireless LLC	147	Miller, David	145	414000.00	 	
73	700 MHz Band	261	WY-BEA006-E	Syracuse NY-PA	2050000.00	2050000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	1708000.00	 	
73	700 MHz Band	261	WY-BEA007-E	Rochester NY-PA	1616000.00	1616000.00	Frontier Wireless LLC	34	CenturyTel Broadband Wireless LLC	33	1489000.00	 	
73	700 MHz Band	261	WY-BEA008-E	Buffalo-Niagara Falls NY-PA	971000.00	971000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	809000.00	 	
73	700 MHz Band	261	WY-BEA009-E	State College PA	431000.00	431000.00	Frontier Wireless LLC	22	Cavalier Wireless, LLC	21	392000.00	 	
73	700 MHz Band	261	WY-BEA010-E	NYC-Long Is. NY-NJ-CT-PA-MA-VT	224988000.00	224988000.00	QUALCOMM Incorporated	54	Frontier Wireless LLC	51	220188000.00	 	
73	700 MHz Band	261	WY-BEA011-E	Harrisburg-Lebanon-Carlisle PA	375000.00	375000.00	Frontier Wireless LLC	72	Xanadoo 700 MHz DE, LLC	71	363000.00	 	
73	700 MHz Band	261	WY-BEA012-E	Phil.-Atl. City PA-NJ-DE-MD	47408000.00	47408000.00	QUALCOMM Incorporated	58	Frontier Wireless LLC	57	45848000.00	 	
73	700 MHz Band	261	WY-BEA013-E	Wash.-Balt. DC-MD-VA-WV-PA	61108000.00	61108000.00	Frontier Wireless LLC	89	QUALCOMM Incorporated	62	59910000.00	 	
73	700 MHz Band	261	WY-BEA014-E	Salisbury MD-DE-VA	272000.00	272000.00	Frontier Wireless LLC	174	Miller, David	173	262000.00	 	
73	700 MHz Band	261	WY-BEA015-E	Richmond-Petersburg VA	3324000.00	3324000.00	Frontier Wireless LLC	69	QUALCOMM Incorporated	68	3214000.00	 	
73	700 MHz Band	261	WY-BEA016-E	Staunton VA-WV	75000.00	75000.00	Frontier Wireless LLC	65	Cavalier Wireless, LLC	64	72000.00	 	
